"coalition","slot","assignment"
"MORENA/PT/PVEM",1969,"T4"
"MORENA/PT/PVEM",1970,"control"
"MORENA/PT/PVEM",1971,"T3"
"MORENA/PT/PVEM",1972,"control2"
"MORENA/PT/PVEM",1973,"T4"
"MORENA/PT/PVEM",1974,"T2"
"MORENA/PT/PVEM",1975,"T3"
"MORENA/PT/PVEM",1976,"T1"
"MORENA/PT/PVEM",1977,"T2"
"MORENA/PT/PVEM",1978,"T4"
"MORENA/PT/PVEM",1979,"control"
"MORENA/PT/PVEM",1980,"control"
"MORENA/PT/PVEM",1981,"T4"
"MORENA/PT/PVEM",1982,"control"
"MORENA/PT/PVEM",1983,"T2"
"MORENA/PT/PVEM",1984,"T3"
"MORENA/PT/PVEM",1985,"control2"
"MORENA/PT/PVEM",1986,"T2"
"MORENA/PT/PVEM",1987,"T1"
"MORENA/PT/PVEM",1988,"T4"
"MORENA/PT/PVEM",1989,"T3"
"MORENA/PT/PVEM",1990,"control"
"MORENA/PT/PVEM",1991,"T4"
"MORENA/PT/PVEM",1992,"control"
"MORENA/PT/PVEM",1993,"T3"
"MORENA/PT/PVEM",1994,"T2"
"MORENA/PT/PVEM",1995,"control"
"MORENA/PT/PVEM",1996,"control2"
"MORENA/PT/PVEM",1997,"T1"
"MORENA/PT/PVEM",1998,"T3"
"MORENA/PT/PVEM",1999,"T2"
"MORENA/PT/PVEM",2000,"T4"
"PAN/PRI/PRD",1,"control2"
"PAN/PRI/PRD",2,"T4"
"PAN/PRI/PRD",3,"T1"
"PAN/PRI/PRD",4,"T2"
"PAN/PRI/PRD",5,"T2"
"PAN/PRI/PRD",6,"T3"
"PAN/PRI/PRD",7,"control"
"PAN/PRI/PRD",8,"control"
"PAN/PRI/PRD",9,"T3"
"PAN/PRI/PRD",10,"T4"
"PAN/PRI/PRD",11,"T2"
"PAN/PRI/PRD",12,"T4"
"PAN/PRI/PRD",13,"control"
"PAN/PRI/PRD",14,"control"
"PAN/PRI/PRD",15,"T2"
"PAN/PRI/PRD",16,"T1"
"PAN/PRI/PRD",17,"control2"
"PAN/PRI/PRD",18,"T3"
"PAN/PRI/PRD",19,"T4"
"PAN/PRI/PRD",20,"T3"
"PAN/PRI/PRD",21,"T2"
"PAN/PRI/PRD",22,"control2"
"PAN/PRI/PRD",23,"T1"
"PAN/PRI/PRD",24,"control"
"PAN/PRI/PRD",25,"T4"
"PAN/PRI/PRD",26,"T2"
"PAN/PRI/PRD",27,"T4"
"PAN/PRI/PRD",28,"T3"
"PAN/PRI/PRD",29,"control"
"PAN/PRI/PRD",30,"T3"
"PAN/PRI/PRD",31,"T4"
"PAN/PRI/PRD",32,"T4"
"PAN/PRI/PRD",33,"control2"
"PAN/PRI/PRD",34,"T2"
"PAN/PRI/PRD",35,"T3"
"PAN/PRI/PRD",36,"T3"
"PAN/PRI/PRD",37,"control"
"PAN/PRI/PRD",38,"T1"
"PAN/PRI/PRD",39,"control"
"PAN/PRI/PRD",40,"T2"
"PAN/PRI/PRD",41,"T4"
"PAN/PRI/PRD",42,"control2"
"PAN/PRI/PRD",43,"T1"
"PAN/PRI/PRD",44,"control"
"PAN/PRI/PRD",45,"T3"
"PAN/PRI/PRD",46,"control"
"PAN/PRI/PRD",47,"T2"
"PAN/PRI/PRD",48,"T2"
"PAN/PRI/PRD",49,"T4"
"PAN/PRI/PRD",50,"T3"
"PAN/PRI/PRD",51,"control"
"PAN/PRI/PRD",52,"T1"
"PAN/PRI/PRD",53,"T2"
"PAN/PRI/PRD",54,"T2"
"PAN/PRI/PRD",55,"control"
"PAN/PRI/PRD",56,"T3"
"PAN/PRI/PRD",57,"T3"
"PAN/PRI/PRD",58,"control2"
"PAN/PRI/PRD",59,"T4"
"PAN/PRI/PRD",60,"T4"
"PAN/PRI/PRD",61,"control"
"PAN/PRI/PRD",62,"T4"
"PAN/PRI/PRD",63,"T2"
"PAN/PRI/PRD",64,"T4"
"PAN/PRI/PRD",65,"control"
"PAN/PRI/PRD",66,"T1"
"PAN/PRI/PRD",67,"T3"
"PAN/PRI/PRD",68,"T3"
"PAN/PRI/PRD",69,"T2"
"PAN/PRI/PRD",70,"control2"
"PAN/PRI/PRD",71,"control"
"PAN/PRI/PRD",72,"T2"
"PAN/PRI/PRD",73,"T4"
"PAN/PRI/PRD",74,"control"
"PAN/PRI/PRD",75,"T4"
"PAN/PRI/PRD",76,"T2"
"PAN/PRI/PRD",77,"T1"
"PAN/PRI/PRD",78,"T3"
"PAN/PRI/PRD",79,"T3"
"PAN/PRI/PRD",80,"control2"
"PAN/PRI/PRD",81,"control"
"PAN/PRI/PRD",82,"control"
"PAN/PRI/PRD",83,"T4"
"PAN/PRI/PRD",84,"T2"
"PAN/PRI/PRD",85,"T3"
"PAN/PRI/PRD",86,"T1"
"PAN/PRI/PRD",87,"T4"
"PAN/PRI/PRD",88,"T3"
"PAN/PRI/PRD",89,"control2"
"PAN/PRI/PRD",90,"T2"
"PAN/PRI/PRD",91,"T4"
"PAN/PRI/PRD",92,"T3"
"PAN/PRI/PRD",93,"control2"
"PAN/PRI/PRD",94,"control"
"PAN/PRI/PRD",95,"T2"
"PAN/PRI/PRD",96,"control"
"PAN/PRI/PRD",97,"T1"
"PAN/PRI/PRD",98,"T3"
"PAN/PRI/PRD",99,"T2"
"PAN/PRI/PRD",100,"T4"
"PAN/PRI/PRD",101,"T3"
"PAN/PRI/PRD",102,"control"
"PAN/PRI/PRD",103,"T1"
"PAN/PRI/PRD",104,"control2"
"PAN/PRI/PRD",105,"T2"
"PAN/PRI/PRD",106,"T2"
"PAN/PRI/PRD",107,"T3"
"PAN/PRI/PRD",108,"control"
"PAN/PRI/PRD",109,"T4"
"PAN/PRI/PRD",110,"T4"
"PAN/PRI/PRD",111,"T2"
"PAN/PRI/PRD",112,"control2"
"PAN/PRI/PRD",113,"T3"
"PAN/PRI/PRD",114,"control"
"PAN/PRI/PRD",115,"T2"
"PAN/PRI/PRD",116,"T4"
"PAN/PRI/PRD",117,"control"
"PAN/PRI/PRD",118,"T1"
"PAN/PRI/PRD",119,"T4"
"PAN/PRI/PRD",120,"T3"
"PAN/PRI/PRD",121,"T1"
"PAN/PRI/PRD",122,"T4"
"PAN/PRI/PRD",123,"T3"
"PAN/PRI/PRD",124,"control"
"PAN/PRI/PRD",125,"control2"
"PAN/PRI/PRD",126,"control"
"PAN/PRI/PRD",127,"T2"
"PAN/PRI/PRD",128,"T4"
"PAN/PRI/PRD",129,"T2"
"PAN/PRI/PRD",130,"T3"
"PAN/PRI/PRD",131,"T2"
"PAN/PRI/PRD",132,"control"
"PAN/PRI/PRD",133,"T3"
"PAN/PRI/PRD",134,"T3"
"PAN/PRI/PRD",135,"T1"
"PAN/PRI/PRD",136,"T4"
"PAN/PRI/PRD",137,"control2"
"PAN/PRI/PRD",138,"control"
"PAN/PRI/PRD",139,"T4"
"PAN/PRI/PRD",140,"T2"
"PAN/PRI/PRD",141,"T3"
"PAN/PRI/PRD",142,"control"
"PAN/PRI/PRD",143,"T2"
"PAN/PRI/PRD",144,"T4"
"PAN/PRI/PRD",145,"T2"
"PAN/PRI/PRD",146,"control"
"PAN/PRI/PRD",147,"T3"
"PAN/PRI/PRD",148,"T4"
"PAN/PRI/PRD",149,"control2"
"PAN/PRI/PRD",150,"T1"
"PAN/PRI/PRD",151,"control"
"PAN/PRI/PRD",152,"T4"
"PAN/PRI/PRD",153,"control"
"PAN/PRI/PRD",154,"T3"
"PAN/PRI/PRD",155,"T4"
"PAN/PRI/PRD",156,"T1"
"PAN/PRI/PRD",157,"T3"
"PAN/PRI/PRD",158,"control2"
"PAN/PRI/PRD",159,"T2"
"PAN/PRI/PRD",160,"T2"
"PAN/PRI/PRD",161,"T1"
"PAN/PRI/PRD",162,"T3"
"PAN/PRI/PRD",163,"control2"
"PAN/PRI/PRD",164,"T3"
"PAN/PRI/PRD",165,"control"
"PAN/PRI/PRD",166,"T4"
"PAN/PRI/PRD",167,"control"
"PAN/PRI/PRD",168,"T4"
"PAN/PRI/PRD",169,"T2"
"PAN/PRI/PRD",170,"T2"
"PAN/PRI/PRD",171,"T3"
"PAN/PRI/PRD",172,"T2"
"PAN/PRI/PRD",173,"T4"
"PAN/PRI/PRD",174,"T2"
"PAN/PRI/PRD",175,"T1"
"PAN/PRI/PRD",176,"control2"
"PAN/PRI/PRD",177,"T4"
"PAN/PRI/PRD",178,"control"
"PAN/PRI/PRD",179,"control"
"PAN/PRI/PRD",180,"T3"
"PAN/PRI/PRD",181,"control2"
"PAN/PRI/PRD",182,"T2"
"PAN/PRI/PRD",183,"control"
"PAN/PRI/PRD",184,"control"
"PAN/PRI/PRD",185,"T4"
"PAN/PRI/PRD",186,"T2"
"PAN/PRI/PRD",187,"T3"
"PAN/PRI/PRD",188,"T1"
"PAN/PRI/PRD",189,"T4"
"PAN/PRI/PRD",190,"T3"
"PAN/PRI/PRD",191,"T3"
"PAN/PRI/PRD",192,"control"
"PAN/PRI/PRD",193,"T4"
"PAN/PRI/PRD",194,"T3"
"PAN/PRI/PRD",195,"T2"
"PAN/PRI/PRD",196,"T1"
"PAN/PRI/PRD",197,"T4"
"PAN/PRI/PRD",198,"control2"
"PAN/PRI/PRD",199,"control"
"PAN/PRI/PRD",200,"T2"
"PAN/PRI/PRD",201,"T4"
"PAN/PRI/PRD",202,"T2"
"PAN/PRI/PRD",203,"T4"
"PAN/PRI/PRD",204,"T3"
"PAN/PRI/PRD",205,"T3"
"PAN/PRI/PRD",206,"control"
"PAN/PRI/PRD",207,"control"
"PAN/PRI/PRD",208,"T2"
"PAN/PRI/PRD",209,"T1"
"PAN/PRI/PRD",210,"control2"
"PAN/PRI/PRD",211,"T3"
"PAN/PRI/PRD",212,"T2"
"PAN/PRI/PRD",213,"control"
"PAN/PRI/PRD",214,"T2"
"PAN/PRI/PRD",215,"T1"
"PAN/PRI/PRD",216,"control"
"PAN/PRI/PRD",217,"T4"
"PAN/PRI/PRD",218,"T4"
"PAN/PRI/PRD",219,"control2"
"PAN/PRI/PRD",220,"T3"
"PAN/PRI/PRD",221,"T1"
"PAN/PRI/PRD",222,"T2"
"PAN/PRI/PRD",223,"T4"
"PAN/PRI/PRD",224,"control"
"PAN/PRI/PRD",225,"T3"
"PAN/PRI/PRD",226,"T3"
"PAN/PRI/PRD",227,"T2"
"PAN/PRI/PRD",228,"control"
"PAN/PRI/PRD",229,"control2"
"PAN/PRI/PRD",230,"T4"
"PAN/PRI/PRD",231,"T3"
"PAN/PRI/PRD",232,"control"
"PAN/PRI/PRD",233,"T4"
"PAN/PRI/PRD",234,"control"
"PAN/PRI/PRD",235,"T2"
"PAN/PRI/PRD",236,"T1"
"PAN/PRI/PRD",237,"T2"
"PAN/PRI/PRD",238,"T3"
"PAN/PRI/PRD",239,"T4"
"PAN/PRI/PRD",240,"control2"
"PAN/PRI/PRD",241,"T4"
"PAN/PRI/PRD",242,"control"
"PAN/PRI/PRD",243,"control2"
"PAN/PRI/PRD",244,"T1"
"PAN/PRI/PRD",245,"T2"
"PAN/PRI/PRD",246,"T3"
"PAN/PRI/PRD",247,"T4"
"PAN/PRI/PRD",248,"T3"
"PAN/PRI/PRD",249,"T2"
"PAN/PRI/PRD",250,"control"
"PAN/PRI/PRD",251,"T3"
"PAN/PRI/PRD",252,"control"
"PAN/PRI/PRD",253,"control2"
"PAN/PRI/PRD",254,"T2"
"PAN/PRI/PRD",255,"T3"
"PAN/PRI/PRD",256,"T4"
"PAN/PRI/PRD",257,"T2"
"PAN/PRI/PRD",258,"control"
"PAN/PRI/PRD",259,"T1"
"PAN/PRI/PRD",260,"T4"
"PAN/PRI/PRD",261,"control"
"PAN/PRI/PRD",262,"T3"
"PAN/PRI/PRD",263,"control2"
"PAN/PRI/PRD",264,"T4"
"PAN/PRI/PRD",265,"T2"
"PAN/PRI/PRD",266,"control"
"PAN/PRI/PRD",267,"T2"
"PAN/PRI/PRD",268,"T3"
"PAN/PRI/PRD",269,"T4"
"PAN/PRI/PRD",270,"T1"
"PAN/PRI/PRD",271,"T4"
"PAN/PRI/PRD",272,"control"
"PAN/PRI/PRD",273,"T1"
"PAN/PRI/PRD",274,"T3"
"PAN/PRI/PRD",275,"T4"
"PAN/PRI/PRD",276,"T2"
"PAN/PRI/PRD",277,"T3"
"PAN/PRI/PRD",278,"control"
"PAN/PRI/PRD",279,"T2"
"PAN/PRI/PRD",280,"control2"
"PAN/PRI/PRD",281,"control"
"PAN/PRI/PRD",282,"T2"
"PAN/PRI/PRD",283,"T4"
"PAN/PRI/PRD",284,"T2"
"PAN/PRI/PRD",285,"control"
"PAN/PRI/PRD",286,"T3"
"PAN/PRI/PRD",287,"T3"
"PAN/PRI/PRD",288,"control2"
"PAN/PRI/PRD",289,"T4"
"PAN/PRI/PRD",290,"T1"
"PAN/PRI/PRD",291,"control2"
"PAN/PRI/PRD",292,"T4"
"PAN/PRI/PRD",293,"control"
"PAN/PRI/PRD",294,"T3"
"PAN/PRI/PRD",295,"T2"
"PAN/PRI/PRD",296,"control"
"PAN/PRI/PRD",297,"T4"
"PAN/PRI/PRD",298,"T1"
"PAN/PRI/PRD",299,"T3"
"PAN/PRI/PRD",300,"T2"
"PAN/PRI/PRD",301,"control"
"PAN/PRI/PRD",302,"T2"
"PAN/PRI/PRD",303,"control"
"PAN/PRI/PRD",304,"control2"
"PAN/PRI/PRD",305,"T3"
"PAN/PRI/PRD",306,"T4"
"PAN/PRI/PRD",307,"T1"
"PAN/PRI/PRD",308,"T3"
"PAN/PRI/PRD",309,"T2"
"PAN/PRI/PRD",310,"T4"
"PAN/PRI/PRD",311,"T3"
"PAN/PRI/PRD",312,"T4"
"PAN/PRI/PRD",313,"T3"
"PAN/PRI/PRD",314,"control2"
"PAN/PRI/PRD",315,"T2"
"PAN/PRI/PRD",316,"control"
"PAN/PRI/PRD",317,"T2"
"PAN/PRI/PRD",318,"T4"
"PAN/PRI/PRD",319,"control"
"PAN/PRI/PRD",320,"T1"
"PAN/PRI/PRD",321,"T3"
"PAN/PRI/PRD",322,"T1"
"PAN/PRI/PRD",323,"T2"
"PAN/PRI/PRD",324,"T3"
"PAN/PRI/PRD",325,"T2"
"PAN/PRI/PRD",326,"T4"
"PAN/PRI/PRD",327,"control2"
"PAN/PRI/PRD",328,"control"
"PAN/PRI/PRD",329,"T4"
"PAN/PRI/PRD",330,"control"
"PAN/PRI/PRD",331,"T3"
"PAN/PRI/PRD",332,"control"
"PAN/PRI/PRD",333,"T4"
"PAN/PRI/PRD",334,"T1"
"PAN/PRI/PRD",335,"T4"
"PAN/PRI/PRD",336,"T2"
"PAN/PRI/PRD",337,"T3"
"PAN/PRI/PRD",338,"T2"
"PAN/PRI/PRD",339,"control"
"PAN/PRI/PRD",340,"control2"
"PAN/PRI/PRD",341,"control2"
"PAN/PRI/PRD",342,"T1"
"PAN/PRI/PRD",343,"T4"
"PAN/PRI/PRD",344,"control"
"PAN/PRI/PRD",345,"T2"
"PAN/PRI/PRD",346,"T2"
"PAN/PRI/PRD",347,"control"
"PAN/PRI/PRD",348,"T3"
"PAN/PRI/PRD",349,"T4"
"PAN/PRI/PRD",350,"T3"
"PAN/PRI/PRD",351,"control2"
"PAN/PRI/PRD",352,"T3"
"PAN/PRI/PRD",353,"T2"
"PAN/PRI/PRD",354,"T4"
"PAN/PRI/PRD",355,"T3"
"PAN/PRI/PRD",356,"T2"
"PAN/PRI/PRD",357,"T1"
"PAN/PRI/PRD",358,"control"
"PAN/PRI/PRD",359,"control"
"PAN/PRI/PRD",360,"T4"
"PAN/PRI/PRD",361,"control2"
"PAN/PRI/PRD",362,"T3"
"PAN/PRI/PRD",363,"T2"
"PAN/PRI/PRD",364,"control"
"PAN/PRI/PRD",365,"T1"
"PAN/PRI/PRD",366,"T2"
"PAN/PRI/PRD",367,"T4"
"PAN/PRI/PRD",368,"control"
"PAN/PRI/PRD",369,"T4"
"PAN/PRI/PRD",370,"T3"
"PAN/PRI/PRD",371,"control"
"PAN/PRI/PRD",372,"T2"
"PAN/PRI/PRD",373,"T3"
"PAN/PRI/PRD",374,"control2"
"PAN/PRI/PRD",375,"T4"
"PAN/PRI/PRD",376,"T2"
"PAN/PRI/PRD",377,"T4"
"PAN/PRI/PRD",378,"control"
"PAN/PRI/PRD",379,"T3"
"PAN/PRI/PRD",380,"T1"
"PAN/PRI/PRD",381,"T3"
"PAN/PRI/PRD",382,"control2"
"PAN/PRI/PRD",383,"T1"
"PAN/PRI/PRD",384,"T3"
"PAN/PRI/PRD",385,"control"
"PAN/PRI/PRD",386,"T4"
"PAN/PRI/PRD",387,"T4"
"PAN/PRI/PRD",388,"T2"
"PAN/PRI/PRD",389,"control"
"PAN/PRI/PRD",390,"T2"
"PAN/PRI/PRD",391,"T2"
"PAN/PRI/PRD",392,"T1"
"PAN/PRI/PRD",393,"control"
"PAN/PRI/PRD",394,"T3"
"PAN/PRI/PRD",395,"T4"
"PAN/PRI/PRD",396,"T3"
"PAN/PRI/PRD",397,"control2"
"PAN/PRI/PRD",398,"T2"
"PAN/PRI/PRD",399,"control"
"PAN/PRI/PRD",400,"T4"
"PAN/PRI/PRD",401,"T3"
"PAN/PRI/PRD",402,"T3"
"PAN/PRI/PRD",403,"control"
"PAN/PRI/PRD",404,"T4"
"PAN/PRI/PRD",405,"control2"
"PAN/PRI/PRD",406,"T1"
"PAN/PRI/PRD",407,"control"
"PAN/PRI/PRD",408,"T2"
"PAN/PRI/PRD",409,"T2"
"PAN/PRI/PRD",410,"T4"
"PAN/PRI/PRD",411,"T3"
"PAN/PRI/PRD",412,"T4"
"PAN/PRI/PRD",413,"T1"
"PAN/PRI/PRD",414,"T2"
"PAN/PRI/PRD",415,"control"
"PAN/PRI/PRD",416,"control"
"PAN/PRI/PRD",417,"T2"
"PAN/PRI/PRD",418,"T3"
"PAN/PRI/PRD",419,"control2"
"PAN/PRI/PRD",420,"T4"
"PAN/PRI/PRD",421,"T4"
"PAN/PRI/PRD",422,"control"
"PAN/PRI/PRD",423,"T2"
"PAN/PRI/PRD",424,"control2"
"PAN/PRI/PRD",425,"T1"
"PAN/PRI/PRD",426,"T3"
"PAN/PRI/PRD",427,"T4"
"PAN/PRI/PRD",428,"T2"
"PAN/PRI/PRD",429,"control"
"PAN/PRI/PRD",430,"T3"
"PAN/PRI/PRD",431,"T3"
"PAN/PRI/PRD",432,"T2"
"PAN/PRI/PRD",433,"control"
"PAN/PRI/PRD",434,"T2"
"PAN/PRI/PRD",435,"control2"
"PAN/PRI/PRD",436,"T3"
"PAN/PRI/PRD",437,"T1"
"PAN/PRI/PRD",438,"control"
"PAN/PRI/PRD",439,"T4"
"PAN/PRI/PRD",440,"T4"
"PAN/PRI/PRD",441,"T2"
"PAN/PRI/PRD",442,"control"
"PAN/PRI/PRD",443,"control"
"PAN/PRI/PRD",444,"T1"
"PAN/PRI/PRD",445,"T2"
"PAN/PRI/PRD",446,"T3"
"PAN/PRI/PRD",447,"T4"
"PAN/PRI/PRD",448,"T4"
"PAN/PRI/PRD",449,"T3"
"PAN/PRI/PRD",450,"control2"
"PAN/PRI/PRD",451,"control"
"PAN/PRI/PRD",452,"T4"
"PAN/PRI/PRD",453,"T3"
"PAN/PRI/PRD",454,"control2"
"PAN/PRI/PRD",455,"T4"
"PAN/PRI/PRD",456,"T3"
"PAN/PRI/PRD",457,"T1"
"PAN/PRI/PRD",458,"control"
"PAN/PRI/PRD",459,"T2"
"PAN/PRI/PRD",460,"T2"
"PAN/PRI/PRD",461,"T3"
"PAN/PRI/PRD",462,"control2"
"PAN/PRI/PRD",463,"T2"
"PAN/PRI/PRD",464,"T3"
"PAN/PRI/PRD",465,"T2"
"PAN/PRI/PRD",466,"T1"
"PAN/PRI/PRD",467,"T4"
"PAN/PRI/PRD",468,"control"
"PAN/PRI/PRD",469,"control"
"PAN/PRI/PRD",470,"T4"
"PAN/PRI/PRD",471,"T2"
"PAN/PRI/PRD",472,"T1"
"PAN/PRI/PRD",473,"T4"
"PAN/PRI/PRD",474,"T3"
"PAN/PRI/PRD",475,"control"
"PAN/PRI/PRD",476,"control2"
"PAN/PRI/PRD",477,"control"
"PAN/PRI/PRD",478,"T4"
"PAN/PRI/PRD",479,"T3"
"PAN/PRI/PRD",480,"T2"
"PAN/PRI/PRD",481,"T4"
"PAN/PRI/PRD",482,"control"
"PAN/PRI/PRD",483,"T3"
"PAN/PRI/PRD",484,"T2"
"PAN/PRI/PRD",485,"control2"
"PAN/PRI/PRD",486,"T4"
"PAN/PRI/PRD",487,"T1"
"PAN/PRI/PRD",488,"control"
"PAN/PRI/PRD",489,"T3"
"PAN/PRI/PRD",490,"T2"
"PAN/PRI/PRD",491,"T4"
"PAN/PRI/PRD",492,"control"
"PAN/PRI/PRD",493,"T1"
"PAN/PRI/PRD",494,"control"
"PAN/PRI/PRD",495,"T3"
"PAN/PRI/PRD",496,"T2"
"PAN/PRI/PRD",497,"T4"
"PAN/PRI/PRD",498,"T3"
"PAN/PRI/PRD",499,"control2"
"PAN/PRI/PRD",500,"T2"
"PAN/PRI/PRD",501,"control"
"PAN/PRI/PRD",502,"control2"
"PAN/PRI/PRD",503,"control"
"PAN/PRI/PRD",504,"T3"
"PAN/PRI/PRD",505,"T4"
"PAN/PRI/PRD",506,"T3"
"PAN/PRI/PRD",507,"T1"
"PAN/PRI/PRD",508,"T4"
"PAN/PRI/PRD",509,"T2"
"PAN/PRI/PRD",510,"T2"
"PAN/PRI/PRD",511,"T3"
"PAN/PRI/PRD",512,"T3"
"PAN/PRI/PRD",513,"control"
"PAN/PRI/PRD",514,"control"
"PAN/PRI/PRD",515,"control2"
"PAN/PRI/PRD",516,"T1"
"PAN/PRI/PRD",517,"T2"
"PAN/PRI/PRD",518,"T4"
"PAN/PRI/PRD",519,"T4"
"PAN/PRI/PRD",520,"T2"
"PAN/PRI/PRD",521,"T3"
"PAN/PRI/PRD",522,"T2"
"PAN/PRI/PRD",523,"control"
"PAN/PRI/PRD",524,"T2"
"PAN/PRI/PRD",525,"T1"
"PAN/PRI/PRD",526,"T4"
"PAN/PRI/PRD",527,"control"
"PAN/PRI/PRD",528,"T3"
"PAN/PRI/PRD",529,"T4"
"PAN/PRI/PRD",530,"control2"
"PAN/PRI/PRD",531,"T1"
"PAN/PRI/PRD",532,"T3"
"PAN/PRI/PRD",533,"T4"
"PAN/PRI/PRD",534,"T2"
"PAN/PRI/PRD",535,"control"
"PAN/PRI/PRD",536,"control2"
"PAN/PRI/PRD",537,"T4"
"PAN/PRI/PRD",538,"T3"
"PAN/PRI/PRD",539,"control"
"PAN/PRI/PRD",540,"T2"
"PAN/PRI/PRD",541,"control"
"PAN/PRI/PRD",542,"T2"
"PAN/PRI/PRD",543,"T3"
"PAN/PRI/PRD",544,"T4"
"PAN/PRI/PRD",545,"control2"
"PAN/PRI/PRD",546,"control"
"PAN/PRI/PRD",547,"T4"
"PAN/PRI/PRD",548,"T1"
"PAN/PRI/PRD",549,"T3"
"PAN/PRI/PRD",550,"T2"
"PAN/PRI/PRD",551,"T2"
"PAN/PRI/PRD",552,"control"
"PAN/PRI/PRD",553,"T4"
"PAN/PRI/PRD",554,"control2"
"PAN/PRI/PRD",555,"T3"
"PAN/PRI/PRD",556,"control"
"PAN/PRI/PRD",557,"T3"
"PAN/PRI/PRD",558,"T4"
"PAN/PRI/PRD",559,"T1"
"PAN/PRI/PRD",560,"T2"
"PAN/PRI/PRD",561,"T4"
"PAN/PRI/PRD",562,"T3"
"PAN/PRI/PRD",563,"control"
"PAN/PRI/PRD",564,"T2"
"PAN/PRI/PRD",565,"control2"
"PAN/PRI/PRD",566,"T2"
"PAN/PRI/PRD",567,"control"
"PAN/PRI/PRD",568,"T3"
"PAN/PRI/PRD",569,"T1"
"PAN/PRI/PRD",570,"T4"
"PAN/PRI/PRD",571,"T3"
"PAN/PRI/PRD",572,"control"
"PAN/PRI/PRD",573,"T1"
"PAN/PRI/PRD",574,"T3"
"PAN/PRI/PRD",575,"control2"
"PAN/PRI/PRD",576,"T4"
"PAN/PRI/PRD",577,"T2"
"PAN/PRI/PRD",578,"control"
"PAN/PRI/PRD",579,"T2"
"PAN/PRI/PRD",580,"T4"
"PAN/PRI/PRD",581,"T1"
"PAN/PRI/PRD",582,"T2"
"PAN/PRI/PRD",583,"control"
"PAN/PRI/PRD",584,"control"
"PAN/PRI/PRD",585,"T2"
"PAN/PRI/PRD",586,"T4"
"PAN/PRI/PRD",587,"T4"
"PAN/PRI/PRD",588,"T3"
"PAN/PRI/PRD",589,"control2"
"PAN/PRI/PRD",590,"T3"
"PAN/PRI/PRD",591,"T4"
"PAN/PRI/PRD",592,"control"
"PAN/PRI/PRD",593,"control"
"PAN/PRI/PRD",594,"control2"
"PAN/PRI/PRD",595,"T3"
"PAN/PRI/PRD",596,"T2"
"PAN/PRI/PRD",597,"T1"
"PAN/PRI/PRD",598,"T4"
"PAN/PRI/PRD",599,"T2"
"PAN/PRI/PRD",600,"T3"
"PAN/PRI/PRD",601,"T4"
"PAN/PRI/PRD",602,"T2"
"PAN/PRI/PRD",603,"T4"
"PAN/PRI/PRD",604,"control2"
"PAN/PRI/PRD",605,"T1"
"PAN/PRI/PRD",606,"control"
"PAN/PRI/PRD",607,"T3"
"PAN/PRI/PRD",608,"control"
"PAN/PRI/PRD",609,"T2"
"PAN/PRI/PRD",610,"T3"
"PAN/PRI/PRD",611,"T2"
"PAN/PRI/PRD",612,"control"
"PAN/PRI/PRD",613,"control2"
"PAN/PRI/PRD",614,"control"
"PAN/PRI/PRD",615,"T1"
"PAN/PRI/PRD",616,"T4"
"PAN/PRI/PRD",617,"T3"
"PAN/PRI/PRD",618,"T4"
"PAN/PRI/PRD",619,"T3"
"PAN/PRI/PRD",620,"T2"
"PAN/PRI/PRD",621,"T2"
"PAN/PRI/PRD",622,"control2"
"PAN/PRI/PRD",623,"T3"
"PAN/PRI/PRD",624,"T1"
"PAN/PRI/PRD",625,"T3"
"PAN/PRI/PRD",626,"T4"
"PAN/PRI/PRD",627,"control"
"PAN/PRI/PRD",628,"control"
"PAN/PRI/PRD",629,"T2"
"PAN/PRI/PRD",630,"T4"
"PAN/PRI/PRD",631,"T2"
"PAN/PRI/PRD",632,"T1"
"PAN/PRI/PRD",633,"control"
"PAN/PRI/PRD",634,"control"
"PAN/PRI/PRD",635,"T4"
"PAN/PRI/PRD",636,"T4"
"PAN/PRI/PRD",637,"T3"
"PAN/PRI/PRD",638,"T3"
"PAN/PRI/PRD",639,"T2"
"PAN/PRI/PRD",640,"control2"
"PAN/PRI/PRD",641,"T2"
"PAN/PRI/PRD",642,"control"
"PAN/PRI/PRD",643,"T3"
"PAN/PRI/PRD",644,"T2"
"PAN/PRI/PRD",645,"T3"
"PAN/PRI/PRD",646,"T4"
"PAN/PRI/PRD",647,"T1"
"PAN/PRI/PRD",648,"control"
"PAN/PRI/PRD",649,"control2"
"PAN/PRI/PRD",650,"T4"
"PAN/PRI/PRD",651,"T1"
"PAN/PRI/PRD",652,"T2"
"PAN/PRI/PRD",653,"T3"
"PAN/PRI/PRD",654,"T2"
"PAN/PRI/PRD",655,"T4"
"PAN/PRI/PRD",656,"T4"
"PAN/PRI/PRD",657,"control"
"PAN/PRI/PRD",658,"T3"
"PAN/PRI/PRD",659,"control"
"PAN/PRI/PRD",660,"control2"
"PAN/PRI/PRD",661,"control2"
"PAN/PRI/PRD",662,"T4"
"PAN/PRI/PRD",663,"T3"
"PAN/PRI/PRD",664,"T2"
"PAN/PRI/PRD",665,"control"
"PAN/PRI/PRD",666,"T2"
"PAN/PRI/PRD",667,"T1"
"PAN/PRI/PRD",668,"control"
"PAN/PRI/PRD",669,"T3"
"PAN/PRI/PRD",670,"T4"
"PAN/PRI/PRD",671,"T3"
